! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
! 
! Representation of the mechanism as a bipartite species-reaction graph in CSV format
! 
! Generated by KPP-3.4.0 symbolic chemistry Kinetics PreProcessor
!       (https:/github.com/KineticPreProcessor/KPP)
! KPP is distributed under GPL, the general public licence
!       (http://www.gnu.org/copyleft/gpl.html)
! (C) 1995-1997, V. Damian & A. Sandu, CGRER, Univ. Iowa
! (C) 1997-2022, A. Sandu, Michigan Tech, Virginia Tech
!     With important contributions from:
!        M. Damian,   Villanova University, Philadelphia, PA, USA
!        R. Sander,   Max-Planck Institute for Chemistry, Mainz, Germany
!        M. Long,     Renaissance Fiber, LLC, North Carolina, USA
!        H. Lin,      Harvard University, Cambridge, MA, USA
!        R. Yantosca, Harvard University, Cambridge, MA, USA
!        P.O. Sturm,  Univ. of Southern California, Los Angeles, CA, USA
! 
! File                 : cri_EdgeList.csv
! Equation file        : cri.kpp
! Output root filename : cri
! 
! ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~



species_index,reaction_index,source,target,directed_stoichiometric_value
423,162,R162,C2H5O2,1
432,162,R162,CH3CO3,1
58,163,MPRK,R163,-1
427,163,R163,RN10O2,1
432,163,R163,CH3CO3,1
226,164,MIPK,R164,-1
362,164,R164,IC3H7O2,1
432,164,R164,CH3CO3,1
275,165,CYHEXONE,R165,-1
341,165,R165,C3H6,1
369,165,R165,C2H4,1
376,165,R165,CO,1
275,166,CYHEXONE,R166,-1
376,166,R166,CO,1
424,166,R166,PENT1ENE,1
66,167,DIEK,R167,-1
423,167,R167,C2H5O2,1
425,167,R167,C2H5CHO,1
59,168,HEX2ONE,R168,-1
432,168,R168,CH3CO3,1
442,168,R168,RN13O2,1
60,169,HEX3ONE,R169,-1
402,169,R169,C2H5CO3,1
427,169,R169,RN10O2,1
61,170,MIBK,R170,-1
361,170,R170,RI13O2,1
432,170,R170,CH3CO3,1
62,171,MTBK,R171,-1
361,171,R171,RI13O2,1
432,171,R171,CH3CO3,1
371,172,CH3COCH3,R172,-1
430,172,R172,RN8O2,1
439,172,OH,R172,-1
57,173,MEK,R173,-1
422,173,R173,RN11O2,1
439,173,OH,R173,-1
58,174,MPRK,R174,-1
429,174,R174,RN14O2,1
439,174,OH,R174,-1
226,175,MIPK,R175,-1
365,175,R175,RI14O2,1
439,175,OH,R175,-1
66,176,DIEK,R176,-1
429,176,R176,RN14O2,1
439,176,OH,R176,-1
59,177,HEX2ONE,R177,-1
428,177,R177,RN17O2,1
439,177,OH,R177,-1
60,178,HEX3ONE,R178,-1
428,178,R178,RN17O2,1
439,178,OH,R178,-1
61,179,MIBK,R179,-1
287,179,R179,RI17O2,1
439,179,OH,R179,-1
62,180,MTBK,R180,-1
287,180,R180,RI17O2,1
439,180,OH,R180,-1
275,181,CYHEXONE,R181,-1
334,181,R181,RC16O2,1
439,181,OH,R181,-1
77,182,CH3OH,R182,-1
415,182,R182,HCHO,1
439,182,OH,R182,-1
441,182,R182,HO2,1
87,183,C2H5OH,R183,-1
433,183,R183,CH3CHO,1
439,183,OH,R183,-1
441,183,R183,HO2,1
87,184,C2H5OH,R184,-1
403,184,R184,HOCH2CH2O2,1
439,184,OH,R184,-1
88,185,NPROPOL,R185,-1
425,185,R185,C2H5CHO,1
439,185,OH,R185,-1
441,185,R185,HO2,1
88,186,NPROPOL,R186,-1
421,186,R186,RN9O2,1
439,186,OH,R186,-1
89,187,IPROPOL,R187,-1
371,187,R187,CH3COCH3,1
439,187,OH,R187,-1
441,187,R187,HO2,1
89,188,IPROPOL,R188,-1
421,188,R188,RN9O2,1
439,188,OH,R188,-1
28,189,NBUTOL,R189,-1
419,189,R189,RN12O2,1
439,189,OH,R189,-1
63,190,BUT2OL,R190,-1
288,190,R190,CARB11A,1
439,190,OH,R190,-1
441,190,R190,HO2,1
63,191,BUT2OL,R191,-1
419,191,R191,RN12O2,1
439,191,OH,R191,-1
64,192,IBUTOL,R192,-1
292,192,R192,IPRCHO,1
