# species_index (starts from 1),reaction_index (starts from 1),from,to,directed stoichiometric value
62,148,R148,HO,0.66
147,148,R148,LIMAL,0.66
63,148,R148,ACO3,0.33
177,148,R148,HCHO,0.33
126,148,R148,RCO3,0.33
70,148,R148,H2O2,0.33
35,148,R148,ORA2,0.01
147,149,LIMAL,R149,-1.0
20,149,O3,R149,-1.0
62,149,R149,HO,0.09
180,149,R149,ALD,1.0
177,149,R149,HCHO,0.62
52,149,R149,OP1,0.23
70,149,R149,H2O2,0.02
14,149,R149,ORA1,0.15
141,150,TRPN,R150,-1.0
20,150,O3,R150,-1.0
78,150,R150,HONIT,0.33
101,150,R150,NO2,0.67
81,150,R150,PINAL,0.27
181,150,R150,KET,0.38
177,150,R150,HCHO,0.21
180,150,R150,ALD,0.02
148,151,MACR,R151,-1.0
20,151,O3,R151,-1.0
62,151,R151,HO,0.19
163,151,R151,HO2,0.14
63,151,R151,ACO3,0.1
108,151,R151,CO,0.22
131,151,R151,MGLY,0.5
14,151,R151,ORA1,0.45
187,152,MVK,R152,-1.0
20,152,O3,R152,-1.0
62,152,R152,HO,0.16
163,152,R152,HO2,0.11
63,152,R152,ACO3,0.28
195,152,R152,XO2,0.01
108,152,R152,CO,0.56
177,152,R152,HCHO,0.1
131,152,R152,MGLY,0.54
14,152,R152,ORA1,0.07
35,152,R152,ORA2,0.07
180,152,R152,ALD,0.1
100,153,UALD,R153,-1.0
20,153,O3,R153,-1.0
62,153,R153,HO,0.1
163,153,R153,HO2,0.072
174,153,R153,MO2,0.008
63,153,R153,ACO3,0.002
195,153,R153,XO2,0.1
108,153,R153,CO,0.243
177,153,R153,HCHO,0.08
71,153,R153,ACD,0.42
181,153,R153,KET,0.028
192,153,R153,GLY,0.491
131,153,R153,MGLY,0.003
14,153,R153,ORA1,0.044
117,154,DCB1,R154,-1.0
20,154,O3,R154,-1.0
62,154,R154,HO,0.05
163,154,R154,HO2,1.0
126,154,R154,RCO3,0.6
195,154,R154,XO2,0.6
108,154,R154,CO,1.5
177,154,R154,HCHO,0.05
192,154,R154,GLY,0.05
131,154,R154,MGLY,0.08
137,154,R154,OP2,0.65
130,155,DCB2,R155,-1.0
20,155,O3,R155,-1.0
62,155,R155,HO,0.05
163,155,R155,HO2,1.0
126,155,R155,RCO3,0.6
195,155,R155,XO2,0.6
108,155,R155,CO,1.5
177,155,R155,HCHO,0.05
192,155,R155,GLY,0.05
131,155,R155,MGLY,0.08
117,155,R155,DCB1,0.7
137,155,R155,OP2,0.65
127,156,DCB3,R156,-1.0
20,156,O3,R156,-1.0
62,156,R156,HO,0.05
163,156,R156,HO2,1.0
108,156,R156,CO,1.5
192,156,R156,GLY,0.48
117,156,R156,DCB1,0.7
14,156,R156,ORA1,0.25
35,156,R156,ORA2,0.25
86,156,R156,PAA,0.11
6,157,MCTO,R157,-1.0
20,157,O3,R157,-1.0
114,157,R157,MCTP,1.0
22,158,ETE,R158,-1.0
19,158,NO3,R158,-1.0
51,158,R158,OLNN,0.8
184,158,R158,OLND,0.2
94,159,OLT,R159,-1.0
19,159,NO3,R159,-1.0
51,159,R159,OLNN,0.43
184,159,R159,OLND,0.57
178,160,OLI,R160,-1.0
19,160,NO3,R160,-1.0
51,160,R160,OLNN,0.11
184,160,R160,OLND,0.89
129,161,API,R161,-1.0
19,161,NO3,R161,-1.0
92,161,R161,APINP1,0.975
172,161,R161,APINP2,0.025
91,162,LIM,R162,-1.0
19,162,NO3,R162,-1.0
149,162,R162,LIMNP1,0.945
44,162,R162,LIMNP2,0.055
141,163,TRPN,R163,-1.0
19,163,NO3,R163,-1.0
78,163,R163,HONIT,0.33
101,163,R163,NO2,0.67
81,163,R163,PINAL,0.27
181,163,R163,KET,0.38
177,163,R163,HCHO,0.21
180,163,R163,ALD,0.02
177,164,HCHO,R164,-1.0
19,164,NO3,R164,-1.0
163,164,R164,HO2,1.0
108,164,R164,CO,1.0
104,164,R164,HNO3,1.0
71,165,ACD,R165,-1.0
19,165,NO3,R165,-1.0
63,165,R165,ACO3,1.0
104,165,R165,HNO3,1.0
180,166,ALD,R166,-1.0
19,166,NO3,R166,-1.0
126,166,R166,RCO3,1.0
104,166,R166,HNO3,1.0
148,167,MACR,R167,-1.0
19,167,NO3,R167,-1.0
177,167,R167,HCHO,0.68
122,167,R167,MACP,0.32
195,167,R167,XO2,0.68
131,167,R167,MGLY,0.68
104,167,R167,HNO3,0.32
101,167,R167,NO2,0.68
100,168,UALD,R168,-1.0
19,168,NO3,R168,-1.0
163,168,R168,HO2,1.0
195,168,R168,XO2,1.0
108,168,R168,CO,0.668
177,168,R168,HCHO,0.332
180,168,R168,ALD,0.332
1,168,R168,ONIT,1.0
192,169,GLY,R169,-1.0
19,169,NO3,R169,-1.0
163,169,R169,HO2,1.0
108,169,R169,CO,2.0
104,169,R169,HNO3,1.0
131,170,MGLY,R170,-1.0
19,170,NO3,R170,-1.0
63,170,R170,ACO3,1.0
108,170,R170,CO,1.0
104,170,R170,HNO3,1.0
12,171,PHEN,R171,-1.0
19,171,NO3,R171,-1.0
56,171,R171,ASOATJ,0.152
190,171,R171,CHO,0.339
123,171,R171,ADDC,0.85
40,171,R171,ADCN,0.424
104,171,R171,HNO3,0.424
55,172,CSL,R172,-1.0
19,172,NO3,R172,-1.0
56,172,R172,ASOATJ,0.2
190,172,R172,CHO,0.32
123,172,R172,ADDC,0.08
40,172,R172,ADCN,0.4
104,172,R172,HNO3,0.4
34,173,MCT,R173,-1.0
19,173,NO3,R173,-1.0
6,173,R173,MCTO,1.0
104,173,R173,HNO3,1.0
116,174,MPAN,R174,-1.0
19,174,NO3,R174,-1.0
122,174,R174,MACP,1.0
101,174,R174,NO2,1.0
128,175,PINALP,R175,-1.0
119,175,R175,HOM,1.0
65,176,LIMALP,R176,-1.0
119,176,R176,HOM,1.0
63,177,ACO3,R177,-1.0
101,177,NO2,R177,-1.0
8,177,R177,PAN,1.0
8,178,PAN,R178,-1.0
63,178,R178,ACO3,1.0
101,178,R178,NO2,1.0
126,179,RCO3,R179,-1.0
101,179,NO2,R179,-1.0
5,179,R179,PPN,1.0
5,180,PPN,R180,-1.0
126,180,R180,RCO3,1.0
101,180,R180,NO2,1.0
122,181,MACP,R181,-1.0
101,181,NO2,R181,-1.0
116,181,R181,MPAN,1.0
116,182,MPAN,R182,-1.0
122,182,R182,MACP,1.0
101,182,R182,NO2,1.0
